2025-10-30 16:00:33 | INFO | Starting scheduled Instagram brand post...
2025-10-30 16:00:33 | ERROR | Error fetching brands: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/brands (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x103e24550>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-10-30 16:00:33 | ERROR | No brands found
2025-10-30 16:00:33 | ERROR | ❌ Scheduled Instagram post failed
2025-10-31 00:02:21 | INFO | 🔄 Daily Instagram post count reset
2025-10-31 00:02:21 | INFO | Starting scheduled Instagram brand post...
2025-10-31 00:02:21 | ERROR | Error fetching brands: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/brands (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x103f64340>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-10-31 00:02:21 | ERROR | No brands found
2025-10-31 00:02:21 | ERROR | ❌ Scheduled Instagram post failed
2025-10-31 08:00:31 | INFO | Starting scheduled Instagram brand post...
2025-10-31 08:00:31 | ERROR | Error fetching brands: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/brands (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x103e24df0>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-10-31 08:00:31 | ERROR | No brands found
2025-10-31 08:00:31 | ERROR | ❌ Scheduled Instagram post failed
